0.0,withDiagnostics
0.0,blockDiagnostics
0.0,additionalDiagnostics
0.0,_lazyDeclarationDiagnostics
0.0,_declarationDiagnostics
0.0,reportParameterOrTypeParameterDiagnostics
0.0,forDiagnostics
0.0,get_AccumulatesDiagnostics
0.0,get_ContainsDiagnostics
0.0,get_AliasTargetDiagnostics
0.0,useObjectInitDiagnostics
0.0,suppressResultDiagnostics
0.0,reportDiagnostics
0.0,structThisCanChangeValueBetweenReads
0.0,摩s敲汰捡
0.0,edFields
0.0,hoistedFields
0.0,GetSynthesizedFields
0.0,synthesizedFields
0.0,isNullableEnabledForStaticConstructorsAndFields
0.0,isNullableEnabledForInstanceConstructorsAndFields
0.0,_previousSubmissionFields
0.0,_trackClassFields
0.0,_fields
0.0,depends
0.0,get_NotSameNumberParameterTypesAndRefKinds
0.0,argRefKinds
0.0,considerRefKinds
0.0,_formalParameterRefKinds
0.0,_parameterRefKinds
0.0,additionalConstructorRefKinds
0.0,GetEffectiveArgumentRefKinds
0.0,argumentRefKinds
0.0,refKinds
0.0,operatorKinds
0.0,collectedBounds
0.0,FromBounds
0.0,EnumBounds
0.0,Microsoft.Cci.IArrayTypeReference.LowerBounds
0.0,Microsoft.CodeAnalysis.IArrayTypeSymbol.LowerBounds
0.0,get_HasDefaultSizesAndLowerBounds
0.0,flagNonDefaultArraySizesOrLowerBounds
0.0,_lowerBounds
0.0,_lazyBounds
0.0,bounds
0.0,paramRefCustomMods
0.0,acceptAccessibilityMods
0.0,filteredMethods
0.0,GetSynthesizedMethods
0.0,applicableMethods
0.0,HadAmbiguousWorseMethods
0.0,candidateMethods
0.0,forwardingMethods
0.0,originalMethods
0.0,GetExplicitlyOverriddenMethods
0.0,includeReducedExtensionMethods
0.0,Microsoft.CodeAnalysis.INamedTypeSymbol.MightContainExtensionMethods
0.0,Microsoft.CodeAnalysis.IAssemblySymbol.MightContainExtensionMethods
0.0,_lazyTypesMightContainExtensionMethods
0.0,_lazyContainsExtensionMethods
0.0,get_SupportsExtensionMethods
0.0,Microsoft.Cci.ITypeDefinition.GetMethods
0.0,HadAmbiguousBestMethods
0.0,methods
0.0,mods
0.0,FromWords
0.0,Microsoft.CodeAnalysis.ITypeSymbol.Interfaces
0.0,Microsoft.CodeAnalysis.ITypeSymbol.get_Interfaces
0.0,declaredInterfaces
0.0,constructedInterfaces
0.0,_considerExplicitlyImplementedInterfaces
0.0,baseInterfaces
0.0,Microsoft.CodeAnalysis.ITypeSymbol.AllInterfaces
0.0,Microsoft.CodeAnalysis.ITypeSymbol.get_AllInterfaces
0.0,allInterfaces
0.0,lookedInInterfaces
0.0,ignoreImplementationInInterfaces
0.0,get_RuntimeSupportsStaticAbstractMembersInInterfaces
0.0,Microsoft.Cci.IImportScope.GetUsedNamespaces
0.0,childNamespaces
0.0,Microsoft.CodeAnalysis.INamespaceSymbol.ConstituentNamespaces
0.0,rootNamespaces
0.0,loweredIndices
0.0,get_ConstructorArgumentsSourceIndices
0.0,_constructorArgumentsSourceIndices
0.0,EmitArrayIndices
0.0,indices
0.0,System.Runtime.InteropServices
0.0,get_References
0.0,set_MetadataReferences
0.0,ResolveMetadataReferences
0.0,EmbedReferences
0.0,get_HasUnifiedReferences
0.0,includeReferences
0.0,_moduleReferences
0.0,commandLineReferences
0.0,ValidateReferences
0.0,get_ExternalReferences
0.0,set_AnalyzerReferences
0.0,analyzerReferences
0.0,get_ReferencedModulesReferences
0.0,newReferences
0.0,Microsoft.CodeAnalysis.ISymbol.DeclaringSyntaxReferences
0.0,references
0.0,_considerRefKindDifferences
0.0,SetupWin32Resources
0.0,useRawWin32Resources
0.0,win32Resources
0.0,CodeAnalysisResources
0.0,set_ManifestResources
0.0,_lazyFilesWithoutManifestResources
0.0,manifestResources
0.0,Microsoft.Cci.ITypeDefinition.GetExplicitImplementationOverrides
0.0,errorCodes
0.0,DebuggingModes
0.0,initialBadNodes
0.0,loweredNodes
0.0,sortedNodes
0.0,ChildNodes
0.0,childNodes
0.0,childBoundNodes
0.0,boundNodes
0.0,ReplaceNodes
0.0,EnumerateNodes
0.0,whenNodes
0.0,s_noNodes
0.0,DescendantNodes
0.0,replacementNodes
0.0,_sourceIncludeElementNodes
0.0,_includeElementNodes
0.0,docCommentNodes
0.0,_newNodes
0.0,allAttributeSyntaxNodes
0.0,syntaxNodes
0.0,nodes
0.0,withUnprocessedIncludes
0.0,expandIncludes
0.0,includeLoadedTrees
0.0,CompleteTrees
0.0,get_UsageOfUsingsRecordedInTrees
0.0,WithExternalSyntaxTrees
0.0,externalSyntaxTrees
0.0,get_CommonSyntaxTrees
0.0,GetOrCreateLocalFuncUsages
0.0,_localFuncVarUsages
0.0,includeEarlierStages
0.0,GetChangeRanges
0.0,CSharpSymbolChanges
0.0,ignoreInterfaceImplementationChanges
0.0,GetTextChanges
0.0,GetOrAddLabeledBranches
0.0,FreeLabeledBranches
0.0,_labeledBranches
0.0,_unlabeledBranches
0.0,ResolveBranches
0.0,GetAndRemoveBranches
0.0,get_PendingBranches
0.0,set_PendingBranches
0.0,pendingBranches
0.0,attributeMatches
0.0,get_IsIncrementalAndFactoryContextMatches
0.0,catches
0.0,_dispatches
0.0,RemoveQuotesAndSlashes
0.0,get_Dependencies
0.0,AddDependencies
0.0,get_DiscardedDependencies
0.0,MergeDependencies
0.0,withDependencies
0.0,get_AccumulatesDependencies
0.0,_dependencies
0.0,_emitMethodBodies
0.0,VisitMethodBodies
0.0,Microsoft.CodeAnalysis.IModuleSymbol.ReferencedAssemblies
0.0,ResolveReferencedAssemblies
0.0,get_AliasesOfReferencedAssemblies
0.0,GetReferencedAssemblies
0.0,开敲敦敲据
0.0,edAssemblies
0.0,get_UnifiedAssemblies
0.0,GetUnifiedAssemblies
0.0,unifiedAssemblies
0.0,ReportIndirectReferencesToLinkedAssemblies
0.0,visitedAssemblies
0.0,missingAssemblies
0.0,_assemblies
0.0,dummies
0.0,cachedBinderFactories
0.0,additionalReferenceDirectories
0.0,trackedEntries
0.0,CreateWarningStateMapEntries
0.0,_updatedNullabilities
0.0,Roslyn.Utilities
0.0,GeneratedCodeUtilities
0.0,FileUtilities
0.0,FileNameUtilities
0.0,UICultureUtilities
0.0,PathUtilities
0.0,DecimalUtilities
0.0,XmlUtilities
0.0,ExceptionUtilities
0.0,UnicodeCharacterUtilities
0.0,Identities
0.0,GetSynthesizedProperties
0.0,allowFieldsAndProperties
0.0,MetadataReferenceProperties
0.0,applicableProperties
0.0,ConstructModuleSerializationProperties
0.0,serializationProperties
0.0,get_CharProperties
0.0,Microsoft.Cci.ITypeDefinition.GetProperties
0.0,properties
0.0,nonReusableLocalProxies
0.0,proxies
0.0,numCheckedVariables
0.0,checkedVariables
0.0,initiallyAssignedVariables
0.0,get_UnassignedVariables
0.0,_unassignedVariables
0.0,_capturedVariables
0.0,_lazyLockedOrDisposedVariables
0.0,nestedVariables
0.0,get_HoistedVariables
0.0,_hoistedVariables
0.0,FindExpressionVariables
0.0,iterationVariables
0.0,lhsVariables
0.0,_dummyVariables
0.0,SetKnownToHaveNoDeclaredBaseCycles
0.0,fieldsInvolvedInCycles
0.0,_genericParameterHandles
0.0,set_EmbeddedFiles
0.0,embeddedFiles
0.0,get_SourceFiles
0.0,set_SourceFiles
0.0,_createPayloadForMethodsSpanningMultipleFiles
0.0,set_AdditionalFiles
0.0,_lazyFiles
0.0,numFormatHoles
0.0,Microsoft.CodeAnalysis.IAssemblySymbol.Modules
0.0,get_ReferencedModules
0.0,attributesFromNetModules
0.0,netModules
0.0,_lazyModules
0.0,_modules
0.0,NumberStyles
0.0,get_Names
0.0,uniqueFieldNames
0.0,Microsoft.CodeAnalysis.IAssemblySymbol.NamespaceNames
0.0,_lazyNamespaceNames
0.0,netModuleNames
0.0,Microsoft.CodeAnalysis.IAssemblySymbol.TypeNames
0.0,_lazyTypeNames
0.0,allowShadowingNames
0.0,DocumentationCommentXmlNames
0.0,inputParamNames
0.0,Microsoft.CodeAnalysis.INamedTypeSymbol.MemberNames
0.0,_lazyMemberNames
0.0,_parameterNames
0.0,leftNames
0.0,rightNames
0.0,inferredElementNames
0.0,CheckTupleElementNames
0.0,newElementNames
0.0,_elementNames
0.0,argumentNames
0.0,names
0.0,get_WRN_CA2202_DoNotDisposeObjectsMultipleTimes
0.0,get_Lines
0.0,numLines
0.0,lines
0.0,GetHoistedLocalScopes
0.0,GetAllScopes
0.0,get_ForwardedTypes
0.0,set_ForwardedTypes
0.0,digThroughForwardedTypes
0.0,Microsoft.CodeAnalysis.IAssemblySymbol.GetForwardedTypes
0.0,checkedTypes
0.0,ignoreCorLibraryDuplicatedTypes
0.0,WithTranslatedTypes
0.0,disallowRestrictedTypes
0.0,convertedTypes
0.0,exportedTypes
0.0,Microsoft.Cci.ITypeDefinition.GetNestedTypes
0.0,get_AnonymousDelegatesWithFixedTypes
0.0,_anonymousDelegatesWithFixedTypes
0.0,GetSynthesizedTypes
0.0,newFieldTypes
0.0,ShouldRestrictMinimallyQualifyLookupToNamespacesAndTypes
0.0,foundTypes
0.0,ignoreSpanLikeTypes
0.0,_variableTypes
0.0,get_CultureTypes
0.0,includeBaseTypes
0.0,boundAttributeTypes
0.0,uniqueAttributeTypes
0.0,attributeTypes
0.0,_lazyContainsExplicitDefinitionOfNoPiaLocalTypes
0.0,get_KeepLookingForDeclaredSpecialTypes
0.0,_lazySpecialTypes
0.0,_additionalTypes
0.0,seenTopLevelTypes
0.0,retAndParamTypes
0.0,ignoreOpenTypes
0.0,Microsoft.CodeAnalysis.IMethodSymbol.UnmanagedCallingConventionTypes
0.0,Microsoft.CodeAnalysis.IMethodSymbol.get_UnmanagedCallingConventionTypes
0.0,unmanagedCallingConventionTypes
0.0,callingConventionTypes
0.0,returnTypes
0.0,_lazyWellKnownTypes
0.0,get_EmbedInteropTypes
0.0,_embedInteropTypes
0.0,globalUsingNamespacesOrTypes
0.0,namespacesOrTypes
0.0,memberTypes
0.0,substitutedParameterTypes
0.0,_useDelegateInvokeParameterTypes
0.0,_formalParameterTypes
0.0,parameterTypes
0.0,GetPreviousAnonymousTypes
0.0,anonymousTypes
0.0,targetTypes
0.0,targetElementTypes
0.0,newElementTypes
0.0,elementTypes
0.0,Microsoft.CodeAnalysis.ITypeParameterSymbol.ConstraintTypes
0.0,Microsoft.CodeAnalysis.ITypeParameterSymbol.get_ConstraintTypes
0.0,mergedConstraintTypes
0.0,originalConstraintTypes
0.0,constraintTypes
0.0,lazyTypes
0.0,types
0.0,tempStores
0.0,ParseFeatures
0.0,SyntaxTreeCommonFeatures
0.0,_features
0.0,CheckOperatorSignatures
0.0,switchCases
0.0,_usingAliases
0.0,onlyGlobalAliases
0.0,replacedExternAliases
0.0,_hasExternAliases
0.0,_externAliases
0.0,aliases
0.0,get_RuntimeSupportsCovariantReturnsOfClasses
0.0,catchClauses
0.0,otherPartialClauses
0.0,SkipPartialDeclarationsWithoutConstraintClauses
0.0,constraintClauses
0.0,ReportManifestResourceDuplicates
0.0,RemoveDuplicates
0.0,seenNoDuplicates
0.0,HasDuplicates
0.0,seenNoAccessibilityDuplicates
0.0,anyApplicableCandidates
0.0,hadMultipleCandidates
0.0,initialCandidates
0.0,originalCandidates
0.0,entryPointCandidates
0.0,candidates
0.0,_methodsConvertedToDelegates
0.0,get_AnonymousDelegates
0.0,_lazyAnonymousDelegates
0.0,_anonymousDelegates
0.0,EnsureAnonymousTypeTemplates
0.0,_lazyAnonymousTypeTemplates
0.0,SealTemplates
0.0,_walkerSharedStates
0.0,variableNullableStates
0.0,PdbAttributes
0.0,get_HasBadAttributes
0.0,oldAttributes
0.0,boundAttributes
0.0,get_InheritsBaseMethodAttributes
0.0,ManifestResourceAttributes
0.0,LocalVariableAttributes
0.0,blameAttributes
0.0,ignoreAttributes
0.0,Microsoft.Cci.IMethodDefinition.GetReturnValueAttributes
0.0,uniqueAttributes
0.0,underlyingAttributes
0.0,TypeReferenceWithAttributes
0.0,_nonGlobalAliasedQuickAttributes
0.0,globalAliasedQuickAttributes
0.0,quickAttributes
0.0,get_HasSecurityCriticalAttributes
0.0,set_HasSecurityCriticalAttributes
0.0,get_MethodImplAttributes
0.0,NullableAnalyzeParameterDefaultValueFromAttributes
0.0,customAttributes
0.0,earlyDecodingWellKnownAttributes
0.0,_parameterAttributes
0.0,_baseParameterForAttributes
0.0,SetAttributes
0.0,EventAttributes
0.0,MethodImportAttributes
0.0,newAttributes
0.0,allowAttributes
0.0,_hasAssemblyAttributes
0.0,Microsoft.Cci.IMethodDefinition.SecurityAttributes
0.0,Microsoft.Cci.ITypeDefinition.SecurityAttributes
0.0,Microsoft.Cci.ITypeDefinition.get_SecurityAttributes
0.0,GetSecurityAttributes
0.0,elementTypeSizeInBytes
0.0,bytes
0.0,get_Values
0.0,AddValues
0.0,CombineValues
0.0,GetConditionalAttributeValues
0.0,GetMemberNotNullAttributeValues
0.0,GetMemberNotNullWhenAttributeValues
0.0,GetInterpolatedStringHandlerArgumentAttributeValues
0.0,Microsoft.CodeAnalysis.CSharp.IValueSetFactory.AllValues
0.0,Microsoft.CodeAnalysis.CSharp.IValueSetFactory.NoValues
0.0,GetValues
0.0,ResolveContinues
0.0,oldLoadDirectives
0.0,loadDirectives
0.0,_oldDirectives
0.0,开敲敦敲据
0.0,eDirectives
0.0,includeDirectives
0.0,usingDirectives
0.0,_allowPreprocessorDirectives
0.0,get_ContainsDirectives
0.0,_newDirectives
0.0,ApplyDirectives
0.0,_directives
0.0,get_UnassignedVariableAddressOfSyntaxes
0.0,_unassignedVariableAddressOfSyntaxes
0.0,get_InterpolatedStringHandlerArgumentIndexes
0.0,Boxes
0.0,Microsoft.Cci.IArrayTypeReference.Sizes
0.0,Microsoft.CodeAnalysis.IArrayTypeSymbol.Sizes
0.0,knownSizes
0.0,_sizes
0.0,fieldDefs
0.0,_syntaxRefs
0.0,byRefs
0.0,GetDefaultNodeFlags
0.0,MakeFlags
0.0,AssemblyNameFlags
0.0,additionalFlags
0.0,declFlags
0.0,_dynamicTransformFlags
0.0,nullableTransformFlags
0.0,_transformFlags
0.0,Microsoft.CodeAnalysis.IMethodSymbol.MethodImplementationFlags
0.0,methodGroupFlags
0.0,MemberFlags
0.0,WithTopLevelBinderFlags
0.0,topLevelBinderFlags
0.0,_binderFlags
0.0,_haveCustomModifierFlags
0.0,_propertyFlags
0.0,modeflags
0.0,bindings
0.0,siblings
0.0,reportRemainingWarnings
0.0,reportTopLevelWarnings
0.0,get_AdditionalCodegenWarnings
0.0,_useConstructorExitWarnings
0.0,warnings
0.0,orderings
0.0,ParseSeparatedStrings
0.0,quoteStrings
0.0,uniqueUsings
0.0,_hasGlobalUsings
0.0,_inUsings
0.0,previousSubmissionUsings
0.0,_hasUsings
0.0,_usings
0.0,loweredArgs
0.0,typeArgs
0.0,inParametersMatchedWithArgs
0.0,FlattenArgs
0.0,libPaths
0.0,ParseSeparatedPaths
0.0,BuildPaths
0.0,buildPaths
0.0,set_ReferencePaths
0.0,set_SourcePaths
0.0,set_AnalyzerConfigPaths
0.0,set_KeyFileSearchPaths
0.0,get_PrintFullPaths
0.0,set_PrintFullPaths
0.0,_displayFullPaths
0.0,nullPaths
0.0,get_IsExtensionMethodThis
0.0,isExtensionMethodThis
0.0,typeOfThis
0.0,Microsoft.CodeAnalysis.IParameterSymbol.IsThis
0.0,_isThis
0.0,instrumentForDynamicAnalysis
0.0,requiredAnalysis
0.0,System.Diagnostics.CodeAnalysis
0.0,fromTypeAnalysis
0.0,argAnalysis
0.0,requiresAnalysis
0.0,strictAnalysis
0.0,get_ConcurrentAnalysis
0.0,CSharpDataFlowAnalysis
0.0,CSharpControlFlowAnalysis
0.0,_analysis
0.0,ResolveBreaks
0.0,get_Ticks
0.0,FreeBasicBlocks
0.0,BindCatchBlocks
0.0,catchBlocks
0.0,previousBlocks
0.0,_hoistedLocals
0.0,_stackLocals
0.0,_assignLocals
0.0,RewriteForStatementWithoutInnerLocals
0.0,innerLocals
0.0,outerLocals
0.0,newLocals
0.0,_synthesizedLocalOrdinals
0.0,_typedRecordEquals
0.0,nameEquals
0.0,AttributeEquals
0.0,thisEquals
0.0,SetEquals
0.0,ElementEquals
0.0,_intervals
0.0,switchCaseLabels
0.0,BuildSwitchLabels
0.0,switchLabels
0.0,_lazyLabels
0.0,get_TestOnlyMemberModels
0.0,PrivateImplementationDetails
0.0,details
0.0,CallingConventionUtils
0.0,appendCalls
0.0,_allowOmissionOfConditionalCalls
0.0,suppressVirtualCalls
0.0,Microsoft.CodeAnalysis.Symbols
0.0,LazyMetadataSymbols
0.0,cachedSymbols
0.0,get_FieldSymbols
0.0,AddAvailableSymbols
0.0,sameNameSymbols
0.0,Microsoft.CodeAnalysis.IErrorTypeSymbol.CandidateSymbols
0.0,_candidateSymbols
0.0,crefSymbols
0.0,includeContainingSymbols
0.0,get_ConditionalSymbols
0.0,conditionalSymbols
0.0,hiddenSymbols
0.0,privateFieldNameToSymbols
0.0,tempSymbols
0.0,parameterSymbols
0.0,GetPreprocessorSymbols
0.0,preprocessorSymbols
0.0,newSymbols
0.0,Microsoft.CodeAnalysis.IModuleSymbol.ReferencedAssemblySymbols
0.0,GetReferencedAssemblySymbols
0.0,referencedAssemblySymbols
0.0,CheckRefReadOnlySymbols
0.0,_symbols
0.0,methodImpls
0.0,SerializeToDeltaStreams
0.0,seenNamedParams
0.0,isValidParams
0.0,getMethodParams
0.0,setMethodParams
0.0,methodParams
0.0,argumentsToParams
0.0,parsingFunctionPointerParams
0.0,accessorParams
0.0,Microsoft.CodeAnalysis.IParameterSymbol.IsParams
0.0,newIsParams
0.0,_isParams
0.0,_argListParams
0.0,propertyParams
0.0,params
0.0,SetItems
0.0,items
0.0,_switchArms
0.0,ParseSwitchExpressionArms
0.0,arms
0.0,transforms
0.0,_dynamicAnalysisSpans
0.0,GetPossiblyDifferentTextSpans
0.0,spans
0.0,MetadataTokens
0.0,ChildNodesAndTokens
0.0,nodesAndTokens
0.0,ReplaceTokens
0.0,get_ThisMethodCanOnlyBeUsedToCreateTokens
0.0,s_noTokens
0.0,modifierTokens
0.0,get_UseLiteralForTokens
0.0,DescendantTokens
0.0,textTokens
0.0,_newTokens
0.0,tokens
0.0,RegionContains
0.0,TrackingRegions
0.0,trackRegions
0.0,HasAnyHiddenRegions
0.0,countOfDimensions
0.0,permitDimensions
0.0,CommonAttributeDataExtensions
0.0,SourceCodeKindExtensions
0.0,RefKindExtensions
0.0,SynthesizedLocalKindExtensions
0.0,SymbolKindExtensions
0.0,PrimitiveTypeCodeExtensions
0.0,GreenNodeExtensions
0.0,SyntaxNodeExtensions
0.0,EnumerableExtensions
0.0,ModuleExtensions
0.0,SpecialTypeExtensions
0.0,NullableFlowStateExtensions
0.0,StringExtensions
0.0,ISymbolExtensions
0.0,ReaderWriterLockSlimExtensions
0.0,OperationExtensions
0.0,IntrospectionExtensions
0.0,ModifierInfoExtensions
0.0,SyntaxListBuilderExtensions
0.0,ArrayBuilderExtensions
0.0,ImmutableSegmentedDictionaryBuilderExtensions
0.0,GeneratorExtensions
0.0,TypeAttributesExtensions
0.0,CollectionsExtensions
0.0,NullableContextOptionsExtensions
0.0,ISetExtensions
0.0,HashSetExtensions
0.0,ConsListExtensions
0.0,IReadOnlyListExtensions
0.0,SymbolDisplayExtensions
0.0,ObjectDisplayExtensions
0.0,ImmutableArrayExtensions
0.0,ConcurrentDictionaryExtensions
0.0,MemoryExtensions
0.0,AccessibilityExtensions
0.0,_extensions
0.0,get_InconsistentLanguageVersions
0.0,set_DisplayLangVersions
0.0,get_ReferencesSupersedeLowerVersions
0.0,set_ReferencesSupersedeLowerVersions
0.0,referencesSupersedeLowerVersions
0.0,nestedConversions
0.0,Win32ResourceConversions
0.0,innerConversions
0.0,includeExplicitConversions
0.0,numExpressions
0.0,boundElementInitializerExpressions
0.0,hasAwaitExpressions
0.0,emitExpressions
0.0,allowAssignmentExpressions
0.0,allowBinaryExpressions
0.0,System.Security.Permissions
0.0,Microsoft.CodeAnalysis.Symbols.ISymbolInternal.Locations
0.0,Microsoft.CodeAnalysis.ISymbol.Locations
0.0,_displayEndLocations
0.0,CompareSourceLocations
0.0,Microsoft.CodeAnalysis.CSharp.Symbols.IAttributeTargetSymbol.AllowedAttributeLocations
0.0,_additionalLocations
0.0,memberLocations
0.0,get_SupportsLocations
0.0,CheckTupleElementLocations
0.0,newElementLocations
0.0,_locations
0.0,_syntaxAndDeclarations
0.0,_usingDeclarations
0.0,replacedLocalDeclarations
0.0,boundMultipleLocalDeclarations
0.0,localDeclarations
0.0,_allOlderRootDeclarations
0.0,_declarations
0.0,InterlockedOperations
0.0,ThreadSafeFlagOperations
0.0,Microsoft.CodeAnalysis.IMethodSymbol.ExplicitInterfaceImplementations
0.0,Microsoft.CodeAnalysis.IEventSymbol.ExplicitInterfaceImplementations
0.0,Microsoft.CodeAnalysis.IPropertySymbol.ExplicitInterfaceImplementations
0.0,unsubstitutedExplicitInterfaceImplementations
0.0,_lazyExplicitInterfaceImplementations
0.0,_explicitInterfaceImplementations
0.0,checkPendingExplicitImplementations
0.0,outwardAnnotations
0.0,memberNullableAnnotations
0.0,CheckTupleElementNullableAnnotations
0.0,elementNullableAnnotations
0.0,Microsoft.CodeAnalysis.IMethodSymbol.TypeArgumentNullableAnnotations
0.0,Microsoft.CodeAnalysis.INamedTypeSymbol.TypeArgumentNullableAnnotations
0.0,Microsoft.CodeAnalysis.INamedTypeSymbol.get_TypeArgumentNullableAnnotations
0.0,typeArgumentNullableAnnotations
0.0,Microsoft.CodeAnalysis.ITypeParameterSymbol.ConstraintNullableAnnotations
0.0,Microsoft.CodeAnalysis.ITypeParameterSymbol.get_ConstraintNullableAnnotations
0.0,sourceWithAnnotations
0.0,inferredTypeWithAnnotations
0.0,fieldTypeWithAnnotations
0.0,underlyingTypeWithAnnotations
0.0,declTypeWithAnnotations
0.0,DelegateReturnTypeWithAnnotations
0.0,returnTypeWithAnnotations
0.0,parameterTypeWithAnnotations
0.0,targetTypeWithAnnotations
0.0,resultTypeWithAnnotations
0.0,_elementTypeWithAnnotations
0.0,_typeWithAnnotations
0.0,destinationWithAnnotations
0.0,methodTypeParameterWithAnnotations
0.0,get_ParameterTypesWithAnnotations
0.0,_parameterTypesWithAnnotations
0.0,targetElementTypesWithAnnotations
0.0,elementTypesWithAnnotations
0.0,_typeArgumentsWithAnnotations
0.0,destinationAnnotations
0.0,parameterAnnotations
0.0,flowAnalysisAnnotations
0.0,get_ContainsAnnotations
0.0,GetAnnotations
0.0,SetAnnotations
0.0,targetAnnotations
0.0,annotations
0.0,optimizations
0.0,stopOnSwitchSections
0.0,switchSections
0.0,System.Collections
0.0,Microsoft.CodeAnalysis.Collections
0.0,SpecializedCollections
0.0,sections
0.0,GetUsedLocalFunctions
0.0,_usedLocalFunctions
0.0,innerLocalFunctions
0.0,sawLocalFunctions
0.0,allowLocalFunctions
0.0,_localFunctions
0.0,get_TypeDefinitions
0.0,get_PreviousDefinitions
0.0,definitions
0.0,get_TupleErrorPositions
0.0,errorPositions
0.0,callingConventions
0.0,get_SpecificDiagnosticOptions
0.0,set_SpecificDiagnosticOptions
0.0,specificDiagnosticOptions
0.0,EmptyDiagnosticOptions
0.0,_diagnosticOptions
0.0,LoadOptions
0.0,get_KindOptions
0.0,SymbolDisplayKindOptions
0.0,syntaxTreeOptions
0.0,ValidateOptions
0.0,globalConfigOptions
0.0,analyzerConfigOptions
0.0,warningOptions
0.0,set_ErrorLogOptions
0.0,ParseErrorLogOptions
0.0,get_LocalOptions
0.0,SymbolDisplayLocalOptions
0.0,get_CompilerInternalOptions
0.0,WithCompilerInternalOptions
0.0,SymbolDisplayCompilerInternalOptions
0.0,CheckSubmissionOptions
0.0,get_CommonOptions
0.0,get_MemberOptions
0.0,WithMemberOptions
0.0,SymbolDisplayMemberOptions
0.0,get_ParameterOptions
0.0,SymbolDisplayParameterOptions
0.0,GeneratorDriverOptions
0.0,driverOptions
0.0,get_GenericsOptions
0.0,SymbolDisplayGenericsOptions
0.0,get_MiscellaneousOptions
0.0,AddMiscellaneousOptions
0.0,SymbolDisplayMiscellaneousOptions
0.0,StringSplitOptions
0.0,set_EmitOptions
0.0,emitOptions
0.0,get_MetadataImportOptions
0.0,set_MetadataImportOptions
0.0,metadataImportOptions
0.0,get_EffectiveImportOptions
0.0,_compilationImportOptions
0.0,importOptions
0.0,set_NullableContextOptions
0.0,nullableContextOptions
0.0,get_ImplicitReferenceResolutions
0.0,BindDeconstructSubpatterns
0.0,subpatterns
0.0,externs
0.0,RemoveReturns
0.0,usesBoolReturns
0.0,_returns
0.0,infos
0.0,BuildReferencedAssembliesAndModulesMaps
0.0,Overlaps
0.0,storesToTemps
0.0,typeGroups
0.0,get_Chars
0.0,get_ShouldAddWinRTMembers
0.0,_trackStaticMembers
0.0,userDefinedMembers
0.0,implementedMembers
0.0,GetAllSynthesizedMembers
0.0,MapSynthesizedMembers
0.0,_otherSynthesizedMembers
0.0,fieldMembers
0.0,GetInfoForImmediateNamespaceMembers
0.0,GetAllApplicableMembers
0.0,nonTypeMembers
0.0,get_IncludePrivateMembers
0.0,pendingIncompleteMembers
0.0,incompleteMembers
0.0,underlyingMembers
0.0,SpecialMembers
0.0,_positionalMembers
0.0,internalMembers
0.0,_lazyOverriddenOrHiddenMembers
0.0,overriddenOrHiddenMembers
0.0,_hiddenMembers
0.0,_overriddenMembers
0.0,WellKnownMembers
0.0,VisitTypeDefinitionNoMembers
0.0,_lazyAbstractMembers
0.0,RetargetMembers
0.0,currentMembers
0.0,useHexadecimalNumbers
0.0,_numbers
0.0,builders
0.0,argumentPlaceholders
0.0,outPlaceholders
0.0,outputPlaceholders
0.0,开汰捡桥
0.0,olders
0.0,binders
0.0,VisitRankSpecifiers
0.0,rankSpecifiers
0.0,unsupportedModifiers
0.0,allowedModifiers
0.0,oldModifiers
0.0,isMetadataVirtualIgnoringModifiers
0.0,allModifiers
0.0,Microsoft.CodeAnalysis.IFieldSymbol.CustomModifiers
0.0,Microsoft.CodeAnalysis.IPointerTypeSymbol.CustomModifiers
0.0,Microsoft.CodeAnalysis.IArrayTypeSymbol.CustomModifiers
0.0,Microsoft.CodeAnalysis.IParameterSymbol.CustomModifiers
0.0,Microsoft.Cci.IParameterTypeInformation.CustomModifiers
0.0,get_RequiredCustomModifiers
0.0,Microsoft.CodeAnalysis.IPropertySymbol.TypeCustomModifiers
0.0,Microsoft.CodeAnalysis.IPropertySymbol.get_TypeCustomModifiers
0.0,Microsoft.CodeAnalysis.IMethodSymbol.ReturnTypeCustomModifiers
0.0,Microsoft.CodeAnalysis.IMethodSymbol.get_ReturnTypeCustomModifiers
0.0,candidateCustomModifiers
0.0,Microsoft.Cci.ISignature.ReturnValueCustomModifiers
0.0,countOfCustomModifiers
0.0,Microsoft.Cci.ISignature.RefCustomModifiers
0.0,Microsoft.CodeAnalysis.IMethodSymbol.RefCustomModifiers
0.0,Microsoft.CodeAnalysis.IParameterSymbol.RefCustomModifiers
0.0,Microsoft.CodeAnalysis.IPropertySymbol.RefCustomModifiers
0.0,Microsoft.Cci.IParameterTypeInformation.RefCustomModifiers
0.0,substitutedRefCustomModifiers
0.0,paramRefCustomModifiers
0.0,parameterRefCustomModifiers
0.0,newRefCustomModifiers
0.0,_lazyRefCustomModifiers
0.0,_refCustomModifiers
0.0,eventWithCustomModifiers
0.0,targetCustomModifiers
0.0,visitCustomModifiers
0.0,Microsoft.CodeAnalysis.INamedTypeSymbol.GetTypeArgumentCustomModifiers
0.0,newCustomModifiers
0.0,lazyCustomModifiers
0.0,_customModifiers
0.0,_declarationModifiers
0.0,defaultInterfaceImplementationModifiers
0.0,callingConventionModifiers
0.0,propertyModifiers
0.0,_modifiers
